Transformation,Core SMILES,Monomer SMILES,Product SMILES,Alkyl Group SMILES [Core],Alkyl Group SMILES [X],Salt,Salt Ratio,Yield (%),Yield,Purified,C(sp3)-X Substitution,Main C(sp3) substituent Type,Remote FG,,,
MIDA-Pd-Suzuki,BrC1=CC(N2N=CC=C2)=CC=C1,CN1CC(=O)OB(OC(=O)C1)C2CCC2,C1CC(C1)c2cccc(c2)n3cccn3,[Core]C1CCC1,[X]C1CCC1,,,0,0,,2 - Secondary,alkyl,--,,,
CEC-Ni-Weix,BrC1=CC(N2N=CC=C2)=CC=C1,BrC1CCC1,C1CC(C1)c2cccc(c2)n3cccn3,[Core]C1CCC1,[X]C1CCC1,,,16,0.157,,2 - Secondary,alkyl,--,,,
Negishi-Pd,BrC1=CC(N2N=CC=C2)=CC=C1,Br[Zn]C1CCC1,C1CC(C1)c2cccc(c2)n3cccn3,[Core]C1CCC1,[X]C1CCC1,,,44,0.439,7.8,2 - Secondary,alkyl,--,,,
CEC-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,BrC1CCC1,CN1CCN(Cc2ccc(cc2)C3CCC3)CC1,[Core]C1CCC1,[X]C1CCC1,TFA,1,19,0.1853,8.3,2 - Secondary,alkyl,--,,,
BF3K-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)C1CCC1.[K+],CN1CCN(Cc2ccc(cc2)C3CCC3)CC1,[Core]C1CCC1,[X]C1CCC1,TFA,1,45,0.4531,20.3,2 - Secondary,alkyl,--,,,
COOH-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,OC(=O)C1CCC1,CN1CCN(Cc2ccc(cc2)C3CCC3)CC1,[Core]C1CCC1,[X]C1CCC1,TFA,1,3,0.0312,1.4,2 - Secondary,alkyl,--,,,
BF3K-Pd-Suzuki,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)C1CCC1.[K+],CN1CCN(Cc2ccc(cc2)C3CCC3)CC1,[Core]C1CCC1,[X]C1CCC1,,,21,0.2087,5.1,2 - Secondary,alkyl,--,,,
MIDA-Pd-Suzuki,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CN1CC(=O)OB(OC(=O)C1)C2CCC2,CN1CCN(Cc2ccc(cc2)C3CCC3)CC1,[Core]C1CCC1,[X]C1CCC1,,,0,0,0,2 - Secondary,alkyl,--,,,
CEC-Ni-Weix,CN1CCN(CC(C=C2)=CC=C2Br)CC1,BrC1CCC1,CN1CCN(Cc2ccc(cc2)C3CCC3)CC1,[Core]C1CCC1,[X]C1CCC1,TFA,2,22,0.2174,8.45,2 - Secondary,alkyl,--,,,
Negishi-Pd,CN1CCN(CC(C=C2)=CC=C2Br)CC1,Br[Zn]C1CCC1,CN1CCN(Cc2ccc(cc2)C3CCC3)CC1,[Core]C1CCC1,[X]C1CCC1,TFA,1,40,0.4046,14.5,2 - Secondary,alkyl,--,,,
BF3K-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)C1CCC1.[K+],C[C@@H]1CN(CCN1c2ncc(cn2)C3CCC3)C(=O)COC(C)(C)C,[Core]C1CCC1,[X]C1CCC1,,,27,0.2678,11.2,2 - Secondary,alkyl,--,,,
CEC-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,BrC1CCC1,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCC3)C(=O)COC(C)(C)C,[Core]C1CCC1,[X]C1CCC1,,,23,0.2287,10.3,2 - Secondary,alkyl,--,,,
COOH-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,OC(=O)C1CCC1,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCC3)C(=O)COC(C)(C)C,[Core]C1CCC1,[X]C1CCC1,,,3,0.03,1.3,2 - Secondary,alkyl,--,,,
BF3K-Pd-Suzuki,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)C1CCC1.[K+],C[C@@H]1CN(CCN1c2ncc(cn2)C3CCC3)C(=O)COC(C)(C)C,[Core]C1CCC1,[X]C1CCC1,,,14,0.1414,4.9,2 - Secondary,alkyl,--,,,
MIDA-Pd-Suzuki,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CN1CC(=O)OB(OC(=O)C1)C2CCC2,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCC3)C(=O)COC(C)(C)C,[Core]C1CCC1,[X]C1CCC1,,,0,0,0,2 - Secondary,alkyl,--,,,
CEC-Ni-Weix,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,BrC1CCC1,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCC3)C(=O)COC(C)(C)C,[Core]C1CCC1,[X]C1CCC1,,,47,0.4733,16.4,2 - Secondary,alkyl,--,,,
Negishi-Pd,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,Br[Zn]C1CCC1,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCC3)C(=O)COC(C)(C)C,[Core]C1CCC1,[X]C1CCC1,TFA,1,95,0.9512,43.8,2 - Secondary,alkyl,--,,,
BF3K-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)C1CCC1.[K+],O=C1COCc2nc3ccc(cn3c12)C4CCC4,[Core]C1CCC1,[X]C1CCC1,,,30,0.3026,9.2,2 - Secondary,alkyl,--,,,
CEC-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,BrC1CCC1,O=C1COCc2nc3ccc(cn3c12)C4CCC4,[Core]C1CCC1,[X]C1CCC1,,,27,0.273,8.6,2 - Secondary,alkyl,--,,,
COOH-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,OC(=O)C1CCC1,O=C1COCc2nc3ccc(cn3c12)C4CCC4,[Core]C1CCC1,[X]C1CCC1,,,0,0,0,2 - Secondary,alkyl,--,,,
BF3K-Pd-Suzuki,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)C1CCC1.[K+],O=C1COCc2nc3ccc(cn3c12)C4CCC4,[Core]C1CCC1,[X]C1CCC1,,,6,0.0619,1.5,2 - Secondary,alkyl,--,,,
MIDA-Pd-Suzuki,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CN1CC(=O)OB(OC(=O)C1)C2CCC2,O=C1COCc2nc3ccc(cn3c12)C4CCC4,[Core]C1CCC1,[X]C1CCC1,,,0,0,0,2 - Secondary,alkyl,--,,,
CEC-Ni-Weix,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,BrC1CCC1,O=C1COCc2nc3ccc(cn3c12)C4CCC4,[Core]C1CCC1,[X]C1CCC1,TFA,1,5,0.0505,1.8,2 - Secondary,alkyl,--,,,
Negishi-Pd,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,Br[Zn]C1CCC1,O=C1COCc2nc3ccc(cn3c12)C4CCC4,[Core]C1CCC1,[X]C1CCC1,TFA,1,37,0.3677,13.1,2 - Secondary,alkyl,--,,,
BF3K-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)C1CCCC1.[K+],C1CCC(C1)c2cccc(c2)n3cccn3,[Core]C1CCCC1,[X]C1CCCC1,,,40,0.4032,10.7,2 - Secondary,alkyl,--,,,
CEC-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,BrC1CCCC1,C1CCC(C1)c2cccc(c2)n3cccn3,[Core]C1CCCC1,[X]C1CCCC1,,,17,0.1703,4.7,2 - Secondary,alkyl,--,,,
COOH-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,OC(=O)C1CCCC1,C1CCC(C1)c2cccc(c2)n3cccn3,[Core]C1CCCC1,[X]C1CCCC1,,,2,0.0248,0.7,2 - Secondary,alkyl,--,,,
BF3K-Pd-Suzuki,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)C1CCCC1.[K+],C1CCC(C1)c2cccc(c2)n3cccn3,[Core]C1CCCC1,[X]C1CCCC1,,,5,0.0471,1,2 - Secondary,alkyl,--,,,
MIDA-Pd-Suzuki,BrC1=CC(N2N=CC=C2)=CC=C1,CN1CC(=O)OB(OC(=O)C1)C2CCCC2,C1CCC(C1)c2cccc(c2)n3cccn3,[Core]C1CCCC1,[X]C1CCCC1,,,0,0,,2 - Secondary,alkyl,--,,,
CEC-Ni-Weix,BrC1=CC(N2N=CC=C2)=CC=C1,BrC1CCCC1,C1CCC(C1)c2cccc(c2)n3cccn3,[Core]C1CCCC1,[X]C1CCCC1,,,0,0,0,2 - Secondary,alkyl,--,,,
Negishi-Pd,BrC1=CC(N2N=CC=C2)=CC=C1,Br[Zn]C1CCCC1,C1CCC(C1)c2cccc(c2)n3cccn3,[Core]C1CCCC1,[X]C1CCCC1,,,76,0.76,14.4,2 - Secondary,alkyl,--,,,
CEC-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,BrC1CCCC1,CN1CCN(Cc2ccc(cc2)C3CCCC3)CC1,[Core]C1CCCC1,[X]C1CCCC1,TFA,1,18,0.1783,8.3,2 - Secondary,alkyl,--,,,
BF3K-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)C1CCCC1.[K+],CN1CCN(Cc2ccc(cc2)C3CCCC3)CC1,[Core]C1CCCC1,[X]C1CCCC1,TFA,1,49,0.4855,22.6,2 - Secondary,alkyl,--,,,
COOH-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,OC(=O)C1CCCC1,CN1CCN(Cc2ccc(cc2)C3CCCC3)CC1,[Core]C1CCCC1,[X]C1CCCC1,TFA,1,2,0.015,0.7,2 - Secondary,alkyl,--,,,
BF3K-Pd-Suzuki,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)C1CCCC1.[K+],CN1CCN(Cc2ccc(cc2)C3CCCC3)CC1,[Core]C1CCCC1,[X]C1CCCC1,,,39,0.387,10,2 - Secondary,alkyl,--,,,
MIDA-Pd-Suzuki,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CN1CC(=O)OB(OC(=O)C1)C2CCCC2,CN1CCN(Cc2ccc(cc2)C3CCCC3)CC1,[Core]C1CCCC1,[X]C1CCCC1,,,0,0,0,2 - Secondary,alkyl,--,,,
CEC-Ni-Weix,CN1CCN(CC(C=C2)=CC=C2Br)CC1,BrC1CCCC1,CN1CCN(Cc2ccc(cc2)C3CCCC3)CC1,[Core]C1CCCC1,[X]C1CCCC1,TFA,2,5,0.0473,2.3,2 - Secondary,alkyl,--,,,
Negishi-Pd,CN1CCN(CC(C=C2)=CC=C2Br)CC1,Br[Zn]C1CCCC1,CN1CCN(Cc2ccc(cc2)C3CCCC3)CC1,[Core]C1CCCC1,[X]C1CCCC1,TFA,1,54,0.537,20,2 - Secondary,alkyl,--,,,
BF3K-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)C1CCCC1.[K+],C[C@@H]1CN(CCN1c2ncc(cn2)C3CCCC3)C(=O)COC(C)(C)C,[Core]C1CCCC1,[X]C1CCCC1,,,32,0.324,14.1,2 - Secondary,alkyl,--,,,
CEC-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,BrC1CCCC1,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCCC3)C(=O)COC(C)(C)C,[Core]C1CCCC1,[X]C1CCCC1,,,29,0.2881,13.5,2 - Secondary,alkyl,--,,,
COOH-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,OC(=O)C1CCCC1,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCCC3)C(=O)COC(C)(C)C,[Core]C1CCCC1,[X]C1CCCC1,,,3,0.0311,1.4,2 - Secondary,alkyl,--,,,
BF3K-Pd-Suzuki,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)C1CCCC1.[K+],C[C@@H]1CN(CCN1c2ncc(cn2)C3CCCC3)C(=O)COC(C)(C)C,[Core]C1CCCC1,[X]C1CCCC1,,,15,0.1526,5.5,2 - Secondary,alkyl,--,,,
MIDA-Pd-Suzuki,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CN1CC(=O)OB(OC(=O)C1)C2CCCC2,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCCC3)C(=O)COC(C)(C)C,[Core]C1CCCC1,[X]C1CCCC1,,,0,0,0,2 - Secondary,alkyl,--,,,
CEC-Ni-Weix,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,BrC1CCCC1,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCCC3)C(=O)COC(C)(C)C,[Core]C1CCCC1,[X]C1CCCC1,,,20,0.1969,7.1,2 - Secondary,alkyl,--,,,
Negishi-Pd,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,Br[Zn]C1CCCC1,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCCC3)C(=O)COC(C)(C)C,[Core]C1CCCC1,[X]C1CCCC1,TFA,1,54,0.5353,25.4,2 - Secondary,alkyl,--,,,
BF3K-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)C1CCCC1.[K+],O=C1COCc2nc3ccc(cn3c12)C4CCCC4,[Core]C1CCCC1,[X]C1CCCC1,,,29,0.286,9.2,2 - Secondary,alkyl,--,,,
CEC-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,BrC1CCCC1,O=C1COCc2nc3ccc(cn3c12)C4CCCC4,[Core]C1CCCC1,[X]C1CCCC1,,,13,0.1321,4.4,2 - Secondary,alkyl,--,,,
COOH-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,OC(=O)C1CCCC1,O=C1COCc2nc3ccc(cn3c12)C4CCCC4,[Core]C1CCCC1,[X]C1CCCC1,,,0,0,0,2 - Secondary,alkyl,--,,,
BF3K-Pd-Suzuki,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)C1CCCC1.[K+],O=C1COCc2nc3ccc(cn3c12)C4CCCC4,[Core]C1CCCC1,[X]C1CCCC1,,,11,0.1053,2.7,2 - Secondary,alkyl,--,,,
MIDA-Pd-Suzuki,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CN1CC(=O)OB(OC(=O)C1)C2CCCC2,O=C1COCc2nc3ccc(cn3c12)C4CCCC4,[Core]C1CCCC1,[X]C1CCCC1,,,0,0,0,2 - Secondary,alkyl,--,,,
CEC-Ni-Weix,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,BrC1CCCC1,O=C1COCc2nc3ccc(cn3c12)C4CCCC4,[Core]C1CCCC1,[X]C1CCCC1,TFA,1,4,0.0432,1.6,2 - Secondary,alkyl,--,,,
Negishi-Pd,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,Br[Zn]C1CCCC1,O=C1COCc2nc3ccc(cn3c12)C4CCCC4,[Core]C1CCCC1,[X]C1CCCC1,TFA,1,35,0.3483,12.9,2 - Secondary,alkyl,--,,,
CEC-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,COC1CCCC1Br,COC1CCCC1c2cccc(c2)n3cccn3,[Core]C1CCCC1OC,[X]C1CCCC1OC,,,25,0.2476,7.8,2 - Secondary,alkyl,ether,,,
BF3K-Pd-Suzuki,BrC1=CC(N2N=CC=C2)=CC=C1,COC1CCCC1[B-](F)(F)F.[K+],COC1CCCC1c2cccc(c2)n3cccn3,[Core]C1CCCC1OC,[X]C1CCCC1OC,,,3,0.033,0.8,2 - Secondary,alkyl,ether,,,
CEC-Ni-Weix,BrC1=CC(N2N=CC=C2)=CC=C1,COC1CCCC1Br,COC1CCCC1c2cccc(c2)n3cccn3,[Core]C1CCCC1OC,[X]C1CCCC1OC,,,0,0,0,2 - Secondary,alkyl,ether,,,
CEC-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,COC1CCCC1Br,COC1CCCC1c2ccc(CN3CCN(C)CC3)cc2,[Core]C1CCCC1OC,[X]C1CCCC1OC,TFA,1,22,0.2206,11.1,2 - Secondary,alkyl,ether,,,
BF3K-Pd-Suzuki,CN1CCN(CC(C=C2)=CC=C2Br)CC1,COC1CCCC1[B-](F)(F)F.[K+],COC1CCCC1c2ccc(CN3CCN(C)CC3)cc2,[Core]C1CCCC1OC,[X]C1CCCC1OC,,,11,0.1075,3.1,2 - Secondary,alkyl,ether,,,
CEC-Ni-Weix,CN1CCN(CC(C=C2)=CC=C2Br)CC1,COC1CCCC1Br,COC1CCCC1c2ccc(CN3CCN(C)CC3)cc2,[Core]C1CCCC1OC,[X]C1CCCC1OC,,,0,0,0,2 - Secondary,alkyl,ether,,,
CEC-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,COC1CCCC1Br,COC1CCCC1c2cnc(nc2)N3CCN(C[C@H]3C)C(=O)COC(C)(C)C,[Core]C1CCCC1OC,[X]C1CCCC1OC,,,31,0.3092,15.7,2 - Secondary,alkyl,ether,,,
BF3K-Pd-Suzuki,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,COC1CCCC1[B-](F)(F)F.[K+],COC1CCCC1c2cnc(nc2)N3CCN(C[C@H]3C)C(=O)COC(C)(C)C,[Core]C1CCCC1OC,[X]C1CCCC1OC,,,0,0.0026,0.1,2 - Secondary,alkyl,ether,,,
CEC-Ni-Weix,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,COC1CCCC1Br,COC1CCCC1c2cnc(nc2)N3CCN(C[C@H]3C)C(=O)COC(C)(C)C,[Core]C1CCCC1OC,[X]C1CCCC1OC,,,64,0.6379,,2 - Secondary,alkyl,ether,,,
CEC-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,COC1CCCC1Br,COC1CCCC1c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCCC1OC,[X]C1CCCC1OC,,,9,0.0913,3.4,2 - Secondary,alkyl,ether,,,
BF3K-Pd-Suzuki,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,COC1CCCC1[B-](F)(F)F.[K+],COC1CCCC1c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCCC1OC,[X]C1CCCC1OC,,,2,0.021,0.6,2 - Secondary,alkyl,ether,,,
CEC-Ni-Weix,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,COC1CCCC1Br,COC1CCCC1c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCCC1OC,[X]C1CCCC1OC,,,6,0.0611,1.75,2 - Secondary,alkyl,ether,,,
BF3K-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)C1CCCCC1.[K+],C1CCC(CC1)c2cccc(c2)n3cccn3,[Core]C1CCCCC1,[X]C1CCCCC1,,,51,0.5055,14.3,2 - Secondary,alkyl,--,,,
CEC-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,BrC1CCCCC1,C1CCC(CC1)c2cccc(c2)n3cccn3,[Core]C1CCCCC1,[X]C1CCCCC1,,,33,0.3297,9.7,2 - Secondary,alkyl,--,,,
COOH-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,OC(=O)C1CCCCC1,C1CCC(CC1)c2cccc(c2)n3cccn3,[Core]C1CCCCC1,[X]C1CCCCC1,,,18,0.1827,5.5,2 - Secondary,alkyl,--,,,
BF3K-Pd-Suzuki,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)C1CCCCC1.[K+],C1CCC(CC1)c2cccc(c2)n3cccn3,[Core]C1CCCCC1,[X]C1CCCCC1,,,8,0.0795,1.8,2 - Secondary,alkyl,--,,,
MIDA-Pd-Suzuki,BrC1=CC(N2N=CC=C2)=CC=C1,CN1CC(=O)OB(OC(=O)C1)C2CCCCC2,C1CCC(CC1)c2cccc(c2)n3cccn3,[Core]C1CCCCC1,[X]C1CCCCC1,,,0,0,,2 - Secondary,alkyl,--,,,
CEC-Ni-Weix,BrC1=CC(N2N=CC=C2)=CC=C1,BrC1CCCCC1,C1CCC(CC1)c2cccc(c2)n3cccn3,[Core]C1CCCCC1,[X]C1CCCCC1,,,0,0,0,2 - Secondary,alkyl,--,,,
Negishi-Pd,BrC1=CC(N2N=CC=C2)=CC=C1,Br[Zn]C1CCCCC1,C1CCC(CC1)c2cccc(c2)n3cccn3,[Core]C1CCCCC1,[X]C1CCCCC1,,,77,0.77,15.57,2 - Secondary,alkyl,--,,,
CEC-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,BrC1CCCCC1,CN1CCN(Cc2ccc(cc2)C3CCCCC3)CC1,[Core]C1CCCCC1,[X]C1CCCCC1,TFA,1,6,0.0621,3,2 - Secondary,alkyl,--,,,
BF3K-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)C1CCCCC1.[K+],CN1CCN(Cc2ccc(cc2)C3CCCCC3)CC1,[Core]C1CCCCC1,[X]C1CCCCC1,TFA,1,53,0.532,25.7,2 - Secondary,alkyl,--,,,
COOH-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,OC(=O)C1CCCCC1,CN1CCN(Cc2ccc(cc2)C3CCCCC3)CC1,[Core]C1CCCCC1,[X]C1CCCCC1,TFA,1,5,0.0538,2.6,2 - Secondary,alkyl,--,,,
BF3K-Pd-Suzuki,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)C1CCCCC1.[K+],CN1CCN(Cc2ccc(cc2)C3CCCCC3)CC1,[Core]C1CCCCC1,[X]C1CCCCC1,,,11,0.1064,2.9,2 - Secondary,alkyl,--,,,
MIDA-Pd-Suzuki,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CN1CC(=O)OB(OC(=O)C1)C2CCCCC2,CN1CCN(Cc2ccc(cc2)C3CCCCC3)CC1,[Core]C1CCCCC1,[X]C1CCCCC1,,,0,0,0,2 - Secondary,alkyl,--,,,
CEC-Ni-Weix,CN1CCN(CC(C=C2)=CC=C2Br)CC1,BrC1CCCCC1,CN1CCN(Cc2ccc(cc2)C3CCCCC3)CC1,[Core]C1CCCCC1,[X]C1CCCCC1,TFA,2,12,0.1199,6,2 - Secondary,alkyl,--,,,
Negishi-Pd,CN1CCN(CC(C=C2)=CC=C2Br)CC1,Br[Zn]C1CCCCC1,CN1CCN(Cc2ccc(cc2)C3CCCCC3)CC1,[Core]C1CCCCC1,[X]C1CCCCC1,TFA,1,35,0.3545,13.7,2 - Secondary,alkyl,--,,,
BF3K-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)C1CCCCC1.[K+],C[C@@H]1CN(CCN1c2ncc(cn2)C3CCCCC3)C(=O)COC(C)(C)C,[Core]C1CCCCC1,[X]C1CCCCC1,,,40,0.4026,18.2,2 - Secondary,alkyl,--,,,
CEC-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,BrC1CCCCC1,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCCCC3)C(=O)COC(C)(C)C,[Core]C1CCCCC1,[X]C1CCCCC1,,,35,0.345,16.8,2 - Secondary,alkyl,--,,,
COOH-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,OC(=O)C1CCCCC1,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCCCC3)C(=O)COC(C)(C)C,[Core]C1CCCCC1,[X]C1CCCCC1,,,4,0.0427,2,2 - Secondary,alkyl,--,,,
BF3K-Pd-Suzuki,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)C1CCCCC1.[K+],C[C@@H]1CN(CCN1c2ncc(cn2)C3CCCCC3)C(=O)COC(C)(C)C,[Core]C1CCCCC1,[X]C1CCCCC1,,,6,0.0561,2.1,2 - Secondary,alkyl,--,,,
MIDA-Pd-Suzuki,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CN1CC(=O)OB(OC(=O)C1)C2CCCCC2,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCCCC3)C(=O)COC(C)(C)C,[Core]C1CCCCC1,[X]C1CCCCC1,,,0,0,0,2 - Secondary,alkyl,--,,,
CEC-Ni-Weix,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,BrC1CCCCC1,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCCCC3)C(=O)COC(C)(C)C,[Core]C1CCCCC1,[X]C1CCCCC1,,,37,0.3685,13.8,2 - Secondary,alkyl,--,,,
Negishi-Pd,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,Br[Zn]C1CCCCC1,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCCCC3)C(=O)COC(C)(C)C,[Core]C1CCCCC1,[X]C1CCCCC1,TFA,1,49,0.4851,23.7,2 - Secondary,alkyl,--,,,
BF3K-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)C1CCCCC1.[K+],O=C1COCc2nc3ccc(cn3c12)C4CCCCC4,[Core]C1CCCCC1,[X]C1CCCCC1,,,27,0.2653,9,2 - Secondary,alkyl,--,,,
CEC-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,BrC1CCCCC1,O=C1COCc2nc3ccc(cn3c12)C4CCCCC4,[Core]C1CCCCC1,[X]C1CCCCC1,,,15,0.1508,5.3,2 - Secondary,alkyl,--,,,
COOH-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,OC(=O)C1CCCCC1,O=C1COCc2nc3ccc(cn3c12)C4CCCCC4,[Core]C1CCCCC1,[X]C1CCCCC1,,,0,0,0,2 - Secondary,alkyl,--,,,
BF3K-Pd-Suzuki,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)C1CCCCC1.[K+],O=C1COCc2nc3ccc(cn3c12)C4CCCCC4,[Core]C1CCCCC1,[X]C1CCCCC1,,,4,0.0407,1.1,2 - Secondary,alkyl,--,,,
MIDA-Pd-Suzuki,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CN1CC(=O)OB(OC(=O)C1)C2CCCCC2,O=C1COCc2nc3ccc(cn3c12)C4CCCCC4,[Core]C1CCCCC1,[X]C1CCCCC1,,,0,0,0,2 - Secondary,alkyl,--,,,
CEC-Ni-Weix,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,BrC1CCCCC1,O=C1COCc2nc3ccc(cn3c12)C4CCCCC4,[Core]C1CCCCC1,[X]C1CCCCC1,,,4,0.037,1,2 - Secondary,alkyl,--,,,
